;-95.93443443443444;-101.60710710710711;-98.69369369369369
;-39.3365;-37.284;-40.2715
;-17.41;-19.5795;-27.763
;-11.1455;-12.6155;-10.6545
;-0.5855;4.46;4.3605
;13.062;15.152;11.9005
;17.177;19.9165;20.774
;25.656;26.292;25.7285
;42.9925;38.531;40.857
;49.5625;41.1935;40.359
;50.7635;51.6235;50.771
;50.337;56.287;55.839
;59.6015;57.534;56.2155
;57.667;60.5765;58.0955
;62.6755;56.9435;64.24
;62.503;58.212;56.95
;58.7935;59.313;56.9955
;59.9165;58.8275;58.423
;57.398;59.6165;60.413
;59.815;63.923;62.9195
;62.7255;60.6505;61.344
;64.1425;58.7925;63.2
;62.618;57.924;58.352
;58.15;59.8655;59.6515
;55.11;60.178;61.703
;61.003;62.96;61.2485
;60.485;63.178;57.3955
;62.235;58.349;62.208
;54.878;59.1455;62.8045
;60.506;58.1095;60.4115

-98.7451; -38.964; -21.5842; -11.4718; 2.745; 13.3715; 19.2892; 25.8922; 40.7935; 43.705; 51.0527; 54.1543; 57.7837; 58.7797; 61.2863; 59.2217; 58.3673; 59.0557; 59.1425; 62.2192; 61.5733; 62.045; 59.6313; 59.2223; 58.997; 61.7372; 60.3528; 60.9307; 58.9427; 59.6757;
-101.607; -40.2715; -27.763; -12.6155; -0.5855; 11.9005; 17.177; 25.656; 38.531; 40.359; 50.7635; 50.337; 56.2155; 57.667; 56.9435; 56.95; 56.9955; 58.423; 57.398; 59.815; 60.6505; 58.7925; 57.924; 58.15; 55.11; 61.003; 57.3955; 58.349; 54.878; 58.1095;
-95.93443443443444; -37.284; -17.41; -10.6545; 4.46; 15.152; 20.774; 26.292; 42.9925; 49.5625; 51.6235; 56.287; 59.6015; 60.5765; 64.24; 62.503; 59.313; 59.9165; 60.413; 63.923; 62.7255; 64.1425; 62.618; 59.8655; 61.703; 62.96; 63.178; 62.235; 62.8045; 60.506;
