;20;19;25
;23;23;35
;31;30;29
;43;46;53
;41;52;46
;56;57;61
;60;60;62
;62;65;73
;62;66;71
;69;65;74
;69;69;68
;68;73;67
;102;83;76
;106;114;93
;106;115;96
;115;143;121
;145;117;138
;143;140;136
;125;132;137
;142;137;144
;136;162;159
;144;137;158
;156;148;174
;155;148;161
;152;162;168
;149;164;178
;148;168;182
;146;150;175
;142;136;174
;149;169;168

21.3333; 27; 30; 47.3333; 46.3333; 58; 60.6667; 66.6667; 66.3333; 69.3333; 68.6667; 69.3333; 87; 104.333; 105.667; 126.333; 133.333; 139.667; 131.333; 141; 152.333; 146.333; 159.333; 154.667; 160.667; 163.667; 166; 157; 150.667; 162;
19; 23; 29; 43; 41; 56; 60; 62; 62; 65; 68; 67; 76; 93; 96; 115; 117; 136; 125; 137; 136; 137; 148; 148; 152; 149; 148; 146; 136; 149;
25; 35; 31; 53; 52; 61; 62; 73; 71; 74; 69; 73; 102; 114; 115; 143; 145; 143; 137; 144; 162; 158; 174; 161; 168; 178; 182; 175; 174; 169;
